OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,capacity,lat,lon,name,short_name,station_id,DDLat,DDLon,ORIG_OID,OBJECTID_1,Shape_Leng,zone,LocationID,borough,taxi_R_OBJECTID,taxi_R_tz,taxi_R_total,taxi_R_male,taxi_R_age_under_29,taxi_R_age_30_54,taxi_R_age_55_over,taxi_R_white,taxi_R_black,taxi_R_asian,taxi_R_others,taxi_R_two_or_more,taxi_R_less_high_school,taxi_R_high_school,taxi_R_college,taxi_R_bachelor,taxi_W_OBJECTID,taxi_W_tz,taxi_W_total,taxi_W_male,taxi_W_age_under_29,taxi_W_age_30_54,taxi_W_age_55_over,taxi_W_white,taxi_W_black,taxi_W_asian,taxi_W_others,taxi_W_two_or_more,taxi_W_less_high_school,taxi_W_high_school,taxi_W_college,taxi_W_bachelor,nyu_2451_34513_statefp,nyu_2451_34513_countyfp,nyu_2451_34513_tractce,nyu_2451_34513_geoid,nyu_2451_34513_name,nyu_2451_34513_namelsad,nyu_2451_34513_mtfcc,nyu_2451_34513_funcstat,nyu_2451_34513_aland,nyu_2451_34513_awater,nyu_2451_34513_intptlat,nyu_2451_34513_intptlon,nyu_2451_34513_ct,census_csv_CensusTract,census_csv_County,census_csv_Borough,census_csv_Income,census_csv_IncomePerCap,census_csv_Drive,census_csv_Carpool,census_csv_Transit,census_csv_Walk,census_csv_OtherTransp,census_csv_WorkAtHome,census_csv_MeanCommute,census_csv_Employed,census_csv_PrivateWork,census_csv_PublicWork,census_csv_SelfEmployed,census_csv_FamilyWork,census_csv_Unemployment
628,1,628,1,628,25,40.810792200000002,-73.943068100000005,Lenox Ave & W 130 St,7753.130000000000109,3529,40.81080048N,073.94306953W,670,42,0.092709227461600,Central Harlem North,42,Manhattan,41,42,34799,0.465243254116498,0.255582056955660,0.578292479668956,0.166125463375384,0.375700451162390,0.550791689416363,0.046610534785482,0.007873789476709,0.019023535159056,0.120894278571223,0.175292393459582,0.235782637432110,0.212448633581425,40,42,13510,0.423686158401184,0.215470022205773,0.562916358253146,0.221613619541081,0.455366395262768,0.430643967431532,0.087786824574389,0.009770540340489,0.016432272390822,0.117986676535899,0.167357512953368,0.247964470762398,0.251221317542561,36,061,020800,36061020800,208,Census Tract 208,G5020,S,148566,0,+40.8096485,-073.9420080,36061020800.000000000000000,36061020800.000000000000000,New York,Manhattan,42220,37019,8.800000000000001,2.100000000000000,70.799999999999997,7.100000000000000,4.900000000000000,6.300000000000000,36.399999999999999,0.506578947000000,78.700000000000003,11.100000000000000,10.199999999999999,0.000000000000000,11.000000000000000
629,1,629,1,629,19,40.778718499999997,-73.914564499999997,Crescent St & Ditmars Blvd,7233.050000000000182,3530,40.77872677N,073.91456592W,671,223,0.166021925275000,Steinway,223,Queens,221,223,25992,0.511849799938443,0.246614342874731,0.581409664512158,0.171975992613112,0.820290858725762,0.067790089258233,0.087757771622038,0.006886734379809,0.017274546014158,0.090874115112342,0.149238227146814,0.208217913204063,0.305055401662050,217,223,16744,0.535117056856187,0.171942188246536,0.588987099856665,0.239070711896799,0.666806020066890,0.221930243669374,0.088210702341137,0.007704252269470,0.015348781653129,0.106426182513139,0.177556139512661,0.245102723363593,0.298972766364071,36,081,010100,36081010100,101,Census Tract 101,G5020,S,172758,0,+40.7784032,-073.9162557,36081010100.000000000000000,36081010100.000000000000000,Queens,Queens,61293,38739,21.399999999999999,5.400000000000000,60.299999999999997,8.300000000000001,2.000000000000000,2.600000000000000,35.299999999999997,0.585765694000000,86.599999999999994,9.000000000000000,4.400000000000000,0.000000000000000,7.700000000000000
630,1,630,1,630,27,40.812551100000000,-73.949228599999998,Frederick Douglass Blvd & W 129 St,7795.090000000000146,3531,40.81255938N,073.94923004W,672,42,0.092709227461600,Central Harlem North,42,Manhattan,41,42,34799,0.465243254116498,0.255582056955660,0.578292479668956,0.166125463375384,0.375700451162390,0.550791689416363,0.046610534785482,0.007873789476709,0.019023535159056,0.120894278571223,0.175292393459582,0.235782637432110,0.212448633581425,40,42,13510,0.423686158401184,0.215470022205773,0.562916358253146,0.221613619541081,0.455366395262768,0.430643967431532,0.087786824574389,0.009770540340489,0.016432272390822,0.117986676535899,0.167357512953368,0.247964470762398,0.251221317542561,36,061,022400,36061022400,224,Census Tract 224,G5020,S,194687,0,+40.8111222,-073.9469598,36061022400.000000000000000,36061022400.000000000000000,New York,Manhattan,25000,17025,7.100000000000000,1.500000000000000,73.599999999999994,5.600000000000000,4.300000000000000,7.800000000000000,37.000000000000000,0.350288872000000,83.400000000000006,12.699999999999999,3.800000000000000,0.000000000000000,11.699999999999999
631,1,631,1,631,27,40.781450000000000,-73.918330200000000,Ditmars Blvd & 19 St,7291.060000000000400,3532,40.78145827N,073.91833162W,673,8,0.027590691157400,Astoria Park,8,Queens,7,8,152,0.539473684210526,0.217105263157895,0.526315789473684,0.256578947368421,0.572368421052632,0.164473684210526,0.171052631578947,0.039473684210526,0.052631578947368,0.131578947368421,0.184210526315789,0.164473684210526,0.302631578947368,6,8,11,0.545454545454545,0.090909090909091,0.818181818181818,0.090909090909091,0.636363636363636,0.090909090909091,0.090909090909091,0.181818181818182,0.000000000000000,0.363636363636364,0.181818181818182,0.181818181818182,0.181818181818182,36,081,009900,36081009900,99,Census Tract 99,G5020,S,281187,0,+40.7787875,-073.9230731,36081009900.000000000000000,36081009900.000000000000000,Queens,Queens,,,,,,,,,,,,,,,
632,1,632,1,632,34,40.811432300000000,-73.951877599999989,St. Nicholas Ave & W 126 St,7756.100000000000364,3533,40.81144058N,073.95187904W,674,42,0.092709227461600,Central Harlem North,42,Manhattan,41,42,34799,0.465243254116498,0.255582056955660,0.578292479668956,0.166125463375384,0.375700451162390,0.550791689416363,0.046610534785482,0.007873789476709,0.019023535159056,0.120894278571223,0.175292393459582,0.235782637432110,0.212448633581425,40,42,13510,0.423686158401184,0.215470022205773,0.562916358253146,0.221613619541081,0.455366395262768,0.430643967431532,0.087786824574389,0.009770540340489,0.016432272390822,0.117986676535899,0.167357512953368,0.247964470762398,0.251221317542561,36,061,021500,36061021500,215,Census Tract 215,G5020,S,69710,0,+40.8135272,-073.9494713,36061021500.000000000000000,36061021500.000000000000000,New York,Manhattan,33477,17403,7.000000000000000,0.000000000000000,71.900000000000006,10.199999999999999,3.400000000000000,7.500000000000000,31.199999999999999,0.375399361000000,75.900000000000006,16.699999999999999,7.400000000000000,0.000000000000000,9.600000000000000
633,1,633,1,633,39,40.805159000000003,-73.954692000000009,Frederick Douglass Blvd & W 117 St,7688.119999999999891,3534,40.80516728N,073.95469344W,675,41,0.052793109453000,Central Harlem,41,Manhattan,40,41,22913,0.472526513333042,0.241871426700999,0.592894863178108,0.165233710120892,0.490420285427487,0.416750316414263,0.065377733164579,0.006939292104919,0.020512372888753,0.107799066032383,0.165102780081177,0.228167415877449,0.257059311307991,39,41,10718,0.452323194625863,0.317689867512596,0.519779809665982,0.162530322821422,0.547023698451204,0.351464825527151,0.072681470423586,0.009610001866020,0.019220003732040,0.112614293711513,0.157958574360888,0.203676058966225,0.208061205448778,36,061,021800,36061021800,218,Census Tract 218,G5020,S,181869,0,+40.8032221,-073.9525241,36061021800.000000000000000,36061021800.000000000000000,New York,Manhattan,47155,27843,5.100000000000000,0.600000000000000,75.599999999999994,9.100000000000000,2.700000000000000,6.900000000000000,34.399999999999999,0.424230414000000,84.599999999999994,9.199999999999999,6.200000000000000,0.000000000000000,12.500000000000000
634,1,634,1,634,27,40.804037999999998,-73.945925000000003,Mt Morris Park W & W 120 St,7685.140000000000327,3535,40.80404628N,073.94592643W,676,74,0.110290936250000,East Harlem North,74,Manhattan,73,74,23691,0.462158625638428,0.267781013887130,0.558313283525389,0.173905702587480,0.515005698366468,0.388966274112532,0.062513190663121,0.012156515132329,0.021358321725550,0.136169853530877,0.169431429656832,0.219323793845764,0.207293909079397,71,74,15026,0.451417542925596,0.230999600692134,0.547916943963796,0.221083455344070,0.536403567150273,0.374218022095035,0.061693065353387,0.010382004525489,0.017303340875815,0.149008385465194,0.183149208039398,0.227672035139092,0.209170770664182,36,061,019800,36061019800,198,Census Tract 198,G5020,S,225452,0,+40.8043025,-073.9423627,36061019800.000000000000000,36061019800.000000000000000,New York,Manhattan,70481,43718,10.199999999999999,2.300000000000000,65.900000000000006,9.600000000000000,4.300000000000000,7.800000000000000,29.600000000000001,0.535216872000000,69.099999999999994,23.600000000000001,7.300000000000000,0.000000000000000,9.100000000000000
635,1,635,1,635,43,40.808199999999999,-73.964100000000002,W 116 St & Broadway,7713.109999999999673,3536,40.80820828N,073.96410144W,677,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,020500,36061020500,205,Census Tract 205,G5020,S,280834,374540,+40.8110985,-073.9671098,36061020500.000000000000000,36061020500.000000000000000,New York,Manhattan,111875,45187,6.300000000000000,0.400000000000000,36.000000000000000,40.100000000000001,3.200000000000000,14.000000000000000,24.199999999999999,0.343262971000000,86.299999999999997,5.200000000000000,8.400000000000000,0.000000000000000,5.100000000000000
636,1,636,1,636,29,40.680974100000007,-73.971009700000010,Carlton Ave & Dean St,4199.119999999999891,3537,40.68098235N,073.97101114W,678,189,0.048674330650200,Prospect Heights,189,Brooklyn,187,189,12438,0.475880366618427,0.222383019778099,0.621321755909310,0.156295224312590,0.679289274803023,0.215790319987136,0.077102428043094,0.005788712011577,0.022029265155170,0.084659913169320,0.147210162405531,0.212654767647532,0.333092136999518,183,189,4451,0.465513367782521,0.238822736463716,0.576724331610874,0.184452931925410,0.610649292293867,0.274769714670860,0.089193439676477,0.006290721186250,0.019096832172545,0.113008312738710,0.162435407773534,0.227364637160189,0.258368905863851,36,047,016300,36047016300,163,Census Tract 163,G5020,S,184092,0,+40.6791843,-073.9700051,36047016300.000000000000000,36047016300.000000000000000,Kings,Brooklyn,86234,49575,9.500000000000000,0.400000000000000,68.599999999999994,5.100000000000000,3.900000000000000,12.400000000000000,38.600000000000001,0.626124729000000,69.200000000000003,18.600000000000001,12.199999999999999,0.000000000000000,8.900000000000000
637,1,637,1,637,45,40.802692000000000,-73.962950000000006,W 110 St & Amsterdam Ave,7646.039999999999964,3538,40.80270028N,073.96295144W,679,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,019701,36061019701,197.01,Census Tract 197.01,G5020,S,235972,0,+40.8053111,-073.9593993,36061019701.000000000000000,36061019701.000000000000000,New York,Manhattan,72000,57343,5.300000000000000,2.900000000000000,70.299999999999997,10.800000000000001,2.200000000000000,8.600000000000000,31.199999999999999,0.457933972000000,69.299999999999997,7.400000000000000,23.300000000000001,0.000000000000000,8.100000000000000
638,1,638,1,638,43,40.806758100000003,-73.960708199999999,W 116 St & Amsterdam Ave,7692.109999999999673,3539,40.80676638N,073.96070964W,680,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,020101,36061020101,201.01,Census Tract 201.01,G5020,S,55127,0,+40.8064355,-073.9602048,36061020101.000000000000000,36061020101.000000000000000,New York,Manhattan,82353,26527,1.200000000000000,1.200000000000000,38.399999999999999,48.600000000000001,0.000000000000000,10.600000000000000,18.500000000000000,0.240730493000000,82.299999999999997,7.100000000000000,10.600000000000000,0.000000000000000,4.200000000000000
639,1,639,1,639,35,40.810000000000002,-73.955150799999998,Morningside Ave & W 123 St,7741.010000000000218,3540,40.81000828N,073.95515224W,681,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,019701,36061019701,197.01,Census Tract 197.01,G5020,S,235972,0,+40.8053111,-073.9593993,36061019701.000000000000000,36061019701.000000000000000,New York,Manhattan,72000,57343,5.300000000000000,2.900000000000000,70.299999999999997,10.800000000000001,2.200000000000000,8.600000000000000,31.199999999999999,0.457933972000000,69.299999999999997,7.400000000000000,23.300000000000001,0.000000000000000,8.100000000000000
640,1,640,1,640,39,40.813358000000001,-73.956461000000004,Amsterdam Ave & W 125 St,7800.029999999999745,3541,40.81336628N,073.95646244W,682,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,021100,36061021100,211,Census Tract 211,G5020,S,348027,307945,+40.8159829,-073.9631123,36061021100.000000000000000,36061021100.000000000000000,New York,Manhattan,53389,33953,6.800000000000000,0.500000000000000,63.700000000000003,19.600000000000001,2.800000000000000,6.600000000000000,33.399999999999999,0.424738028000000,78.200000000000003,12.500000000000000,9.199999999999999,0.000000000000000,5.500000000000000
641,1,641,1,641,29,40.808624899999998,-73.959621400000003,Amsterdam Ave & W 119 St,7727.069999999999709,3542,40.80863318N,073.95962284W,683,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,020701,36061020701,207.01,Census Tract 207.01,G5020,S,47273,0,+40.8089775,-073.9584600,36061020701.000000000000000,36061020701.000000000000000,New York,Manhattan,60798,32757,1.200000000000000,0.500000000000000,31.399999999999999,53.000000000000000,0.800000000000000,13.100000000000000,19.699999999999999,0.435731132000000,89.000000000000000,5.500000000000000,5.400000000000000,0.000000000000000,2.400000000000000
642,1,642,1,642,35,40.810285063060029,-73.957364559173570,Morningside Dr & Amsterdam Ave,7741.039999999999964,3543,40.81029334N,073.95736600W,684,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,019701,36061019701,197.01,Census Tract 197.01,G5020,S,235972,0,+40.8053111,-073.9593993,36061019701.000000000000000,36061019701.000000000000000,New York,Manhattan,72000,57343,5.300000000000000,2.900000000000000,70.299999999999997,10.800000000000001,2.200000000000000,8.600000000000000,31.199999999999999,0.457933972000000,69.299999999999997,7.400000000000000,23.300000000000001,0.000000000000000,8.100000000000000
643,1,643,1,643,27,40.680483600000002,-73.964679500000003,Underhill Ave & Pacific St,4231.039999999999964,3544,40.68049185N,073.96468093W,685,189,0.048674330650200,Prospect Heights,189,Brooklyn,187,189,12438,0.475880366618427,0.222383019778099,0.621321755909310,0.156295224312590,0.679289274803023,0.215790319987136,0.077102428043094,0.005788712011577,0.022029265155170,0.084659913169320,0.147210162405531,0.212654767647532,0.333092136999518,183,189,4451,0.465513367782521,0.238822736463716,0.576724331610874,0.184452931925410,0.610649292293867,0.274769714670860,0.089193439676477,0.006290721186250,0.019096832172545,0.113008312738710,0.162435407773534,0.227364637160189,0.258368905863851,36,047,020300,36047020300,203,Census Tract 203,G5020,S,140848,0,+40.6799568,-073.9648123,36047020300.000000000000000,36047020300.000000000000000,Kings,Brooklyn,106250,47969,9.900000000000000,1.500000000000000,74.700000000000003,6.900000000000000,1.800000000000000,5.200000000000000,38.700000000000003,0.572867299000000,83.799999999999997,9.300000000000001,6.900000000000000,0.000000000000000,13.100000000000000
644,1,644,1,644,33,40.812056200000001,-73.961254699999998,Broadway & W 122 St,7783.180000000000291,3545,40.81206448N,073.96125614W,686,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,021100,36061021100,211,Census Tract 211,G5020,S,348027,307945,+40.8159829,-073.9631123,36061021100.000000000000000,36061021100.000000000000000,New York,Manhattan,53389,33953,6.800000000000000,0.500000000000000,63.700000000000003,19.600000000000001,2.800000000000000,6.600000000000000,33.399999999999999,0.424738028000000,78.200000000000003,12.500000000000000,9.199999999999999,0.000000000000000,5.500000000000000
645,1,645,1,645,21,40.679194399999993,-73.958790299999990,Pacific St & Classon Ave,4148.069999999999709,3546,40.67920265N,073.95879173W,687,61,0.117310808097000,Crown Heights North,61,Brooklyn,60,61,47563,0.441456594411622,0.275529297983727,0.550028383407270,0.174442318609003,0.403990496814751,0.525576603662511,0.044236065849505,0.007043289952274,0.019153543720960,0.113365431112419,0.174652566070265,0.225595525934024,0.210857178899565,58,61,13419,0.478724197034056,0.205976600342798,0.557195021983754,0.236828377673448,0.469260004471272,0.419405320813772,0.085922945077875,0.009315150160221,0.016096579476861,0.128772635814889,0.181533646322379,0.235934123258067,0.247782994261868,36,047,030500,36047030500,305,Census Tract 305,G5020,S,322484,0,+40.6773162,-073.9590607,36047030500.000000000000000,36047030500.000000000000000,Kings,Brooklyn,65701,34188,6.800000000000000,1.700000000000000,79.200000000000003,3.500000000000000,6.500000000000000,2.300000000000000,42.000000000000000,0.619391699000000,78.700000000000003,13.500000000000000,7.900000000000000,0.000000000000000,7.000000000000000
646,1,646,1,646,41,40.814325599999997,-73.959025499999996,Broadway & Moylan Pl,7823.029999999999745,3547,40.81433388N,073.95902694W,688,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,021100,36061021100,211,Census Tract 211,G5020,S,348027,307945,+40.8159829,-073.9631123,36061021100.000000000000000,36061021100.000000000000000,New York,Manhattan,53389,33953,6.800000000000000,0.500000000000000,63.700000000000003,19.600000000000001,2.800000000000000,6.600000000000000,33.399999999999999,0.424738028000000,78.200000000000003,12.500000000000000,9.199999999999999,0.000000000000000,5.500000000000000
647,1,647,1,647,25,40.678045000000004,-73.962407999999996,Grand Ave & Bergen St,4190.060000000000400,3549,40.67805325N,073.96240943W,689,189,0.048674330650200,Prospect Heights,189,Brooklyn,187,189,12438,0.475880366618427,0.222383019778099,0.621321755909310,0.156295224312590,0.679289274803023,0.215790319987136,0.077102428043094,0.005788712011577,0.022029265155170,0.084659913169320,0.147210162405531,0.212654767647532,0.333092136999518,183,189,4451,0.465513367782521,0.238822736463716,0.576724331610874,0.184452931925410,0.610649292293867,0.274769714670860,0.089193439676477,0.006290721186250,0.019096832172545,0.113008312738710,0.162435407773534,0.227364637160189,0.258368905863851,36,047,020500,36047020500,205,Census Tract 205,G5020,S,159711,0,+40.6774755,-073.9657037,36047020500.000000000000000,36047020500.000000000000000,Kings,Brooklyn,78000,49245,7.200000000000000,1.600000000000000,65.400000000000006,7.800000000000000,11.900000000000000,6.000000000000000,37.600000000000001,0.704768839000000,79.299999999999997,12.600000000000000,8.100000000000000,0.000000000000000,4.200000000000000
648,1,648,1,648,23,40.795507999999998,-73.941606000000007,3 Ave & E 112 St,7543.149999999999636,3551,40.79551627N,073.94160743W,690,74,0.110290936250000,East Harlem North,74,Manhattan,73,74,23691,0.462158625638428,0.267781013887130,0.558313283525389,0.173905702587480,0.515005698366468,0.388966274112532,0.062513190663121,0.012156515132329,0.021358321725550,0.136169853530877,0.169431429656832,0.219323793845764,0.207293909079397,71,74,15026,0.451417542925596,0.230999600692134,0.547916943963796,0.221083455344070,0.536403567150273,0.374218022095035,0.061693065353387,0.010382004525489,0.017303340875815,0.149008385465194,0.183149208039398,0.227672035139092,0.209170770664182,36,061,018000,36061018000,180,Census Tract 180,G5020,S,212522,0,+40.7944017,-073.9395950,36061018000.000000000000000,36061018000.000000000000000,New York,Manhattan,31842,20008,3.300000000000000,0.900000000000000,79.099999999999994,12.699999999999999,2.700000000000000,1.300000000000000,34.600000000000001,0.426465257000000,93.700000000000003,4.600000000000000,1.700000000000000,0.000000000000000,10.900000000000000
649,1,649,1,649,39,40.805973000000002,-73.964928000000000,W 113 St & Broadway,7713.010000000000218,3552,40.80598128N,073.96492944W,691,166,0.068823754287100,Morningside Heights,166,Manhattan,164,166,14946,0.492439448681922,0.232035327177840,0.526027030643651,0.241937642178509,0.687140372005888,0.175899906329453,0.106918238993711,0.009099424595209,0.020942058075739,0.090124448012846,0.144319550381373,0.209955841027700,0.323564833400241,160,166,43211,0.444562727083382,0.220036564763602,0.550415403485224,0.229548031751174,0.674735599731550,0.170257573303094,0.122075397468237,0.009557751498461,0.023373677998658,0.074772627340261,0.131540579944921,0.212121913401680,0.361528314549536,36,061,019900,36061019900,199,Census Tract 199,G5020,S,226878,192056,+40.8065718,-073.9687947,36061019900.000000000000000,36061019900.000000000000000,New York,Manhattan,76902,46120,5.200000000000000,2.400000000000000,53.500000000000000,30.699999999999999,3.700000000000000,4.500000000000000,28.000000000000000,0.428204073000000,83.799999999999997,8.800000000000001,7.400000000000000,0.000000000000000,6.400000000000000
650,1,650,1,650,37,40.801693999999998,-73.957144999999997,Frederick Douglass Blvd & W 112 St,7631.229999999999563,3553,40.80170228N,073.95714644W,692,41,0.052793109453000,Central Harlem,41,Manhattan,40,41,22913,0.472526513333042,0.241871426700999,0.592894863178108,0.165233710120892,0.490420285427487,0.416750316414263,0.065377733164579,0.006939292104919,0.020512372888753,0.107799066032383,0.165102780081177,0.228167415877449,0.257059311307991,39,41,10718,0.452323194625863,0.317689867512596,0.519779809665982,0.162530322821422,0.547023698451204,0.351464825527151,0.072681470423586,0.009610001866020,0.019220003732040,0.112614293711513,0.157958574360888,0.203676058966225,0.208061205448778,36,061,021600,36061021600,216,Census Tract 216,G5020,S,173198,0,+40.8006768,-073.9543880,36061021600.000000000000000,36061021600.000000000000000,New York,Manhattan,46250,36927,9.100000000000000,0.000000000000000,76.700000000000003,5.800000000000000,3.600000000000000,4.800000000000000,32.500000000000000,0.494235112000000,77.900000000000006,16.600000000000001,5.500000000000000,0.000000000000000,8.199999999999999
651,1,651,1,651,27,40.755243299999997,-73.948567799999992,Vernon Blvd & 41 Rd,6514.079999999999927,3554,40.75525157N,073.94856923W,693,193,0.065529958480100,Queensbridge/Ravenswood,193,Queens,191,193,5185,0.453809064609450,0.268466730954677,0.544455159112825,0.187078109932498,0.457473481195757,0.423529411764706,0.087174541947927,0.010607521697203,0.021215043394407,0.137512054001929,0.179749276759884,0.233558341369335,0.180713596914176,187,193,5833,0.668609634836276,0.188239327961598,0.610663466483799,0.201097205554603,0.694325390022287,0.207268986799246,0.072518429624550,0.009086233499057,0.016800960054860,0.135950625750043,0.203840219441111,0.241042345276873,0.230927481570375,36,081,003700,36081003700,37,Census Tract 37,G5020,S,426038,36652,+40.7633048,-073.9432058,36081003700.000000000000000,36081003700.000000000000000,Queens,Queens,,,,,,,,,,,,,,,
652,1,652,1,652,27,40.751047000000000,-73.937969999999993,28 St & 41 Ave,6462.189999999999600,3555,40.75105527N,073.93797143W,694,146,0.047140521571700,Long Island City/Queens Plaza,146,Queens,144,146,4001,0.531367158210447,0.263684078980255,0.564608847788053,0.171707073231692,0.677830542364409,0.089977505623594,0.195701074731317,0.012996750812297,0.023494126468383,0.110222444388903,0.155961009747563,0.191202199450137,0.278930267433142,140,146,19542,0.588629618258111,0.166769010336711,0.614471394944223,0.218759594719067,0.664056903080544,0.214614676082284,0.094974925800839,0.009415617644049,0.016937877392283,0.130795210316242,0.194964691433835,0.248490430866851,0.258980657046362,36,081,003300,36081003300,33,Census Tract 33,G5020,S,508310,0,+40.7543878,-073.9380943,36081003300.000000000000000,36081003300.000000000000000,Queens,Queens,54025,32673,10.100000000000000,5.000000000000000,69.700000000000003,7.300000000000000,4.100000000000000,3.700000000000000,32.399999999999999,0.599786172000000,85.299999999999997,3.400000000000000,10.800000000000001,0.500000000000000,5.700000000000000
653,1,653,1,653,19,40.752708500000004,-73.939740499999999,24 St & 41 Ave,6505.010000000000218,3556,40.75271677N,073.93974193W,695,146,0.047140521571700,Long Island City/Queens Plaza,146,Queens,144,146,4001,0.531367158210447,0.263684078980255,0.564608847788053,0.171707073231692,0.677830542364409,0.089977505623594,0.195701074731317,0.012996750812297,0.023494126468383,0.110222444388903,0.155961009747563,0.191202199450137,0.278930267433142,140,146,19542,0.588629618258111,0.166769010336711,0.614471394944223,0.218759594719067,0.664056903080544,0.214614676082284,0.094974925800839,0.009415617644049,0.016937877392283,0.130795210316242,0.194964691433835,0.248490430866851,0.258980657046362,36,081,003300,36081003300,33,Census Tract 33,G5020,S,508310,0,+40.7543878,-073.9380943,36081003300.000000000000000,36081003300.000000000000000,Queens,Queens,54025,32673,10.100000000000000,5.000000000000000,69.700000000000003,7.300000000000000,4.100000000000000,3.700000000000000,32.399999999999999,0.599786172000000,85.299999999999997,3.400000000000000,10.800000000000001,0.500000000000000,5.700000000000000
